종목코드,공시등급,공시성격,해당공시,공시일자,최근공시일
001210,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-06-30,2026-08-14
007570,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-30,2026-08-21
001520,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-30,2026-08-31
002150,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-30,2026-08-13
114450,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-30,2026-08-14
200350,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-30,2026-08-26
086710,5,실적·계약,기타주요경영사항              (회사분할결정 철회),2026-06-30,2026-09-03
200710,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-30,2026-08-19
108380,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-30,2026-08-14
227610,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결(자율공시),2026-06-30,2026-08-28
095190,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결(자율공시),2026-06-30,2026-09-01
0099X0,5,실적·계약,주요사항보고서(회사합병결정),2026-06-30,2026-08-14
189860,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-30,2026-08-14
432470,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-30,2026-08-12
063170,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-29,2026-08-13
037350,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-29,2026-08-14
352700,5,실적·계약,[첨부정정]주요사항보고서(회사합병결정),2026-06-29,2026-09-01
264660,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-29,2026-08-26
299030,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-29,2026-08-14
494120,5,실적·계약,주요사항보고서(무상증자결정),2026-06-29,2026-08-04
003090,5,실적·계약,단일판매ㆍ공급계약체결(자회사의 주요경영사항),2026-06-26,2026-09-04
180640,5,실적·계약,[기재정정]주요사항보고서(회사합병결정)(자회사의 주요경영사항),2026-06-26,2026-08-28
215090,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-06-26,2026-08-14
085660,5,실적·계약,유상증자결정(종속회사의주요경영사항),2026-06-26,2026-08-18
258610,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-26,2026-08-14
212710,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-26,2026-08-21
026150,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-26,2026-08-31
082210,5,실적·계약,유상증자결정(종속회사의주요경영사항),2026-06-26,2026-08-13
241790,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-26,2026-08-31
220180,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-25,2026-08-14
294140,5,실적·계약,주요사항보고서(유상증자결정),2026-06-25,2026-08-14
143540,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-06-25,2026-08-14
295310,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-25,2026-08-31
016670,5,실적·계약,기타주요경영사항              (유상증자결정(주주배정후 실권주 일반공모)철회),2026-06-25,2026-09-02
424960,5,실적·계약,단일판매ㆍ공급계약체결(자회사의 주요경영사항),2026-06-25,2026-08-18
036620,5,실적·계약,[기재정정]주요사항보고서(회사분할결정),2026-06-24,2026-08-14
331920,5,실적·계약,주요사항보고서(유상증자결정),2026-06-24,2026-09-01
286750,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-24,2026-08-28
078000,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-23,2026-08-14
065500,5,실적·계약,주요사항보고서(유상증자결정),2026-06-23,2026-08-14
0011T0,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-23,2026-08-14
089970,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-23,2026-08-13
171090,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결(자율공시),2026-06-23,2026-09-03
025620,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-22,2026-08-12
091810,5,실적·계약,주요사항보고서(유상증자결정),2026-06-22,2026-08-28
147830,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-22,2026-08-14
084850,5,실적·계약,유상증자결정(종속회사의주요경영사항),2026-06-22,2026-08-14
188260,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-06-22,2026-09-03
347000,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결(자율공시),2026-06-22,2026-08-14
222110,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-22,2026-08-13
002630,5,실적·계약,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변경,2026-06-19,2026-08-14
469480,5,실적·계약,주요사항보고서(회사합병결정),2026-06-19,2026-08-07
217190,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결(자율공시),2026-06-19,2026-08-13
377480,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-19,2026-09-04
478340,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-19,2026-08-14
145990,5,실적·계약,유상증자결정(종속회사의주요경영사항),2026-06-18,2026-08-31
046120,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-06-18,2026-09-01
479960,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-18,2026-08-14
105840,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-17,2026-08-14
147760,5,실적·계약,[기재정정]주요사항보고서(유상증자결정),2026-06-17,2026-08-13
019990,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-17,2026-08-24
388720,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-17,2026-08-14
015590,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-06-16,2026-09-02
450520,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-16,2026-08-13
288620,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-16,2026-08-26
126700,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-15,2026-08-14
476830,5,실적·계약,주요사항보고서(무상증자결정),2026-06-15,2026-08-19
204270,5,실적·계약,유상증자결정(종속회사의주요경영사항),2026-06-15,2026-08-14
460470,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-15,2026-08-13
394800,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-06-15,2026-08-13
115440,5,실적·계약,회사합병결정(종속회사의주요경영사항),2026-06-12,2026-08-14
042420,5,실적·계약,[첨부정정]주요사항보고서(회사합병결정)(자회사의 주요경영사항),2026-06-12,2026-08-18
084440,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-06-11,2026-08-25
065530,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-11,2026-08-14
399720,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-11,2026-09-03
003030,5,실적·계약,유상증자결정(종속회사의주요경영사항),2026-06-10,2026-08-28
024900,5,실적·계약,유상증자결정(종속회사의주요경영사항),2026-06-10,2026-08-14
298060,5,실적·계약,주요사항보고서(유상증자결정),2026-06-10,2026-08-14
060310,5,실적·계약,[기재정정]매출액또는손익구조30%(대규모법인은15%)이상변동,2026-06-10,2026-08-12
419540,5,실적·계약,주요사항보고서(유상증자결정),2026-06-10,2026-08-27
365590,5,실적·계약,주요사항보고서(유상증자결정),2026-06-10,2026-08-14
950220,5,실적·계약,주요사항보고서(유상증자결정),2026-06-10,2026-08-19
451220,5,실적·계약,유상증자결정(종속회사의주요경영사항),2026-06-10,2026-08-31
380550,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-10,2026-08-14
0008Z0,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-06-10,2026-08-14
025860,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결,2026-06-09,2026-08-28
051980,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-09,2026-08-14
206560,5,실적·계약,[기재정정]단일판매ㆍ공급계약체결(자율공시),2026-06-09,2026-09-03
175140,5,실적·계약,[기재정정]주요사항보고서(회사합병결정),2026-06-09,2026-09-01
388790,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-09,2026-08-14
382800,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-09,2026-08-13
081180,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-06-09,2026-08-25
451800,5,실적·계약,매출액또는손익구조30%(대규모법인은15%)이상변경,2026-06-08,2026-09-03
432320,5,실적·계약,유상증자결정(종속회사의주요경영사항),2026-06-08,2026-08-11
271830,5,실적·계약,단일판매ㆍ공급계약체결(자율공시),2026-06-08,2026-08-14
115610,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-08,2026-08-26
197140,5,실적·계약,단일판매ㆍ공급계약체결,2026-06-08,2026-08-14
034310,4,주요 결정,주요사항보고서(자기주식취득신탁계약해지결정),2026-09-04,2026-09-04
004970,4,주요 결정,주요사항보고서(타법인주식및출자증권양수결정),2026-09-04,2026-09-04
002870,4,주요 결정,자기주식취득결과보고서,2026-09-04,2026-09-04
227950,4,주요 결정,[기재정정]주요사항보고서(전환사채권발행결정),2026-09-04,2026-09-04
0004V0,4,주요 결정,주요사항보고서(전환사채매수선택권행사자지정),2026-09-04,2026-09-04
015230,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-09-03,2026-09-03
004370,4,주요 결정,[기재정정]자기주식처분결과보고서,2026-09-03,2026-09-03
072710,4,주요 결정,[기재정정]주요사항보고서(자기주식처분결정)(자회사의 주요경영사항),2026-09-03,2026-09-03
179530,4,주요 결정,[기재정정]주요사항보고서(전환사채권발행결정),2026-09-03,2026-09-04
238120,4,주요 결정,자기주식처분결과보고서,2026-09-03,2026-09-03
278650,4,주요 결정,주요사항보고서(자기전환사채만기전취득결정),2026-09-03,2026-09-03
149950,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-09-03,2026-09-03
373160,4,주요 결정,주요사항보고서(자기주식취득신탁계약해지결정),2026-09-03,2026-09-03
087010,4,주요 결정,[기재정정]신규시설투자등,2026-09-03,2026-09-03
001040,4,주요 결정,소송등의제기ㆍ신청(일정금액이상의청구)(자회사의 주요경영사항),2026-09-02,2026-09-02
005030,4,주요 결정,[기재정정]주요사항보고서(유형자산양도결정),2026-09-02,2026-09-02
011280,4,주요 결정,타법인주식및출자증권처분결정,2026-09-02,2026-09-02
475150,4,주요 결정,[첨부정정]주요사항보고서(유형자산양도결정),2026-09-02,2026-09-02
001360,4,주요 결정,주요사항보고서(전환사채권발행결정),2026-09-02,2026-09-02
053060,4,주요 결정,소송등의제기ㆍ신청(경영권분쟁소송)              (임시주주총회소집허가-항고),2026-09-02,2026-09-02
272110,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-09-02,2026-09-02
003920,4,주요 결정,[기재정정]소송등의판결ㆍ결정(일정금액이상의청구),2026-09-01,2026-09-01
030210,4,주요 결정,소송등의제기ㆍ신청(일정금액이상의청구),2026-09-01,2026-09-01
002840,4,주요 결정,자기주식취득결과보고서,2026-09-01,2026-09-01
001420,4,주요 결정,주요사항보고서(자기주식취득결정),2026-09-01,2026-09-01
088790,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-09-01,2026-09-01
066430,4,주요 결정,소송등의판결ㆍ결정              (주주총회소집허가),2026-09-01,2026-09-01
127710,4,주요 결정,[기재정정]타법인주식및출자증권취득결정,2026-09-01,2026-09-01
251370,4,주요 결정,소송등의제기ㆍ신청(일정금액이상의청구),2026-09-01,2026-09-01
016920,4,주요 결정,주요사항보고서(자기주식취득결정),2026-09-01,2026-09-01
039860,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-09-01,2026-09-01
043260,4,주요 결정,주요사항보고서(전환사채권발행결정),2026-09-01,2026-09-01
031820,4,주요 결정,주요사항보고서(전환사채권발행결정),2026-08-31,2026-08-31
035150,4,주요 결정,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,2026-08-31,2026-08-31
010640,4,주요 결정,[기재정정]주요사항보고서(유형자산양수결정),2026-08-31,2026-08-31
071200,4,주요 결정,[기재정정]소송등의제기ㆍ신청(경영권분쟁소송)              (주주총회결의무효확인 등(항소)),2026-08-31,2026-09-02
038540,4,주요 결정,[기재정정]타법인주식및출자증권처분결정,2026-08-31,2026-08-31
171010,4,주요 결정,[기재정정]신규시설투자등,2026-08-31,2026-08-31
474170,4,주요 결정,[기재정정]신규시설투자등,2026-08-31,2026-08-31
261520,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-31,2026-08-31
0010V0,4,주요 결정,주요사항보고서(자기주식취득신탁계약해지결정),2026-08-31,2026-08-31
204610,4,주요 결정,[기재정정]현금ㆍ현물배당결정              (분기배당),2026-08-31,2026-08-31
049520,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-31,2026-08-31
353190,4,주요 결정,자기주식취득결과보고서,2026-08-31,2026-08-31
053290,4,주요 결정,자기주식취득결과보고서,2026-08-31,2026-08-31
004830,4,주요 결정,[기재정정]타법인주식및출자증권취득결정,2026-08-28,2026-08-28
009460,4,주요 결정,자기주식취득결과보고서,2026-08-28,2026-08-28
012160,4,주요 결정,[기재정정]유형자산처분결정,2026-08-28,2026-09-04
195990,4,주요 결정,주요사항보고서(자기전환사채만기전취득결정),2026-08-28,2026-08-28
145170,4,주요 결정,자기주식처분결과보고서,2026-08-28,2026-08-28
096240,4,주요 결정,주요사항보고서(유형자산양도결정),2026-08-28,2026-09-03
005710,4,주요 결정,소송등의판결ㆍ결정,2026-08-28,2026-08-28
067630,4,주요 결정,타법인주식및출자증권취득결정,2026-08-28,2026-08-31
019010,4,주요 결정,신규시설투자등,2026-08-28,2026-08-28
237750,4,주요 결정,[기재정정]주요사항보고서(타법인주식및출자증권양수결정),2026-08-28,2026-08-28
290670,4,주요 결정,소송등의판결ㆍ결정(자율공시:일정금액미만의청구),2026-08-28,2026-08-28
051380,4,주요 결정,자기주식취득결과보고서,2026-08-28,2026-08-28
417840,4,주요 결정,주요사항보고서(자기주식취득결정),2026-08-27,2026-08-27
070300,4,주요 결정,[기재정정]주요사항보고서(전환사채권발행결정),2026-08-27,2026-08-27
036810,4,주요 결정,자기주식처분결과보고서,2026-08-27,2026-08-31
337930,4,주요 결정,주요사항보고서(자기주식취득신탁계약해지결정),2026-08-27,2026-08-27
195500,4,주요 결정,주요사항보고서(유형자산양도결정),2026-08-26,2026-08-26
413630,4,주요 결정,주요사항보고서(전환사채권발행결정),2026-08-26,2026-09-03
051630,4,주요 결정,주요사항보고서(자기주식취득결정),2026-08-25,2026-08-26
193250,4,주요 결정,주요사항보고서(전환사채매수선택권행사자지정),2026-08-25,2026-08-25
225220,4,주요 결정,자기주식처분결과보고서,2026-08-25,2026-08-25
203650,4,주요 결정,타법인주식및출자증권취득결정,2026-08-25,2026-08-25
405920,4,주요 결정,[기재정정]타법인주식및출자증권취득결정(자율공시),2026-08-25,2026-08-25
002720,4,주요 결정,신규시설투자등,2026-08-24,2026-09-04
008250,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-24,2026-08-24
015860,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-24,2026-08-24
036000,4,주요 결정,주요사항보고서(타법인주식및출자증권양수결정),2026-08-24,2026-08-24
415380,4,주요 결정,[기재정정]현금ㆍ현물배당결정              (분기배당),2026-08-24,2026-08-24
013720,4,주요 결정,[기재정정]타법인주식및출자증권처분결정              (철회),2026-08-24,2026-08-24
053260,4,주요 결정,소송등의제기ㆍ신청(경영권분쟁소송)              (회사에 관한 소송),2026-08-24,2026-08-24
453450,4,주요 결정,주요사항보고서(전환사채권발행결정),2026-08-24,2026-09-01
078020,4,주요 결정,소송등의판결ㆍ결정(자율공시:일정금액미만의청구),2026-08-24,2026-08-28
039020,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정)(자회사의 주요경영사항),2026-08-24,2026-08-24
126730,4,주요 결정,자기주식처분결과보고서,2026-08-24,2026-08-24
051160,4,주요 결정,자기주식취득결과보고서,2026-08-24,2026-09-03
124560,4,주요 결정,타법인주식및출자증권취득결정(종속회사의주요경영사항),2026-08-21,2026-08-21
443250,4,주요 결정,[기재정정]주요사항보고서(타법인주식및출자증권양수결정),2026-08-21,2026-08-21
035460,4,주요 결정,[기재정정]유형자산취득결정,2026-08-21,2026-08-25
102120,4,주요 결정,자기주식처분결과보고서,2026-08-21,2026-08-21
004140,4,주요 결정,주요사항보고서(전환사채권발행결정),2026-08-20,2026-08-28
024890,4,주요 결정,유형자산처분결정,2026-08-20,2026-08-20
001340,4,주요 결정,[기재정정]주요사항보고서(유형자산양수결정),2026-08-20,2026-08-20
053300,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-20,2026-08-31
130500,4,주요 결정,타법인주식및출자증권취득결정(자율공시),2026-08-20,2026-08-20
052900,4,주요 결정,주요사항보고서(전환사채권발행결정),2026-08-19,2026-08-27
277070,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-19,2026-08-19
067010,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-19,2026-08-19
377190,4,주요 결정,타법인주식및출자증권취득결정,2026-08-18,2026-08-24
006200,4,주요 결정,[기재정정]주요사항보고서(자기주식처분결정),2026-08-18,2026-08-18
089230,4,주요 결정,[기재정정]주요사항보고서(자기전환사채매도결정),2026-08-18,2026-08-31
011320,4,주요 결정,자기주식처분결과보고서,2026-08-18,2026-08-18
031310,4,주요 결정,유형자산처분결정(종속회사의주요경영사항),2026-08-18,2026-08-18
381970,4,주요 결정,현금ㆍ현물배당결정,2026-08-14,2026-09-01
000680,4,주요 결정,소송등의제기ㆍ신청(일정금액이상의청구),2026-08-14,2026-08-27
002310,4,주요 결정,주요사항보고서(자기주식취득신탁계약해지결정),2026-08-14,2026-08-14
053050,4,주요 결정,현금ㆍ현물배당결정              (분기배당),2026-08-14,2026-08-14
299660,4,주요 결정,소송등의판결ㆍ결정(일정금액이상의청구),2026-08-14,2026-08-14
241690,4,주요 결정,현금ㆍ현물배당결정              (중간배당),2026-08-14,2026-08-14
263720,4,주요 결정,주요사항보고서(자기주식취득신탁계약해지결정),2026-08-14,2026-08-18
014710,4,주요 결정,[첨부정정]주요사항보고서(유형자산양수결정),2026-08-13,2026-08-28
001770,4,주요 결정,[기재정정]주요사항보고서(자기주식취득결정),2026-08-13,2026-08-14
078520,4,주요 결정,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,2026-08-13,2026-08-13
017800,4,주요 결정,현금ㆍ현물배당결정,2026-08-13,2026-08-14
407400,4,주요 결정,소송등의판결ㆍ결정,2026-08-13,2026-08-14
347770,4,주요 결정,[기재정정]주요사항보고서(자기주식취득결정),2026-08-13,2026-09-04
018290,4,주요 결정,주요사항보고서(자기주식취득결정),2026-08-13,2026-08-13
146060,4,주요 결정,주요사항보고서(자기주식취득신탁계약해지결정),2026-08-13,2026-09-04
114840,4,주요 결정,현금ㆍ현물배당결정              (분기배당),2026-08-13,2026-08-13
030610,4,주요 결정,소송등의판결ㆍ결정,2026-08-12,2026-08-31
007160,4,주요 결정,유형자산취득결정(종속회사의주요경영사항),2026-08-12,2026-08-28
081660,4,주요 결정,주요사항보고서(자기주식취득결정),2026-08-12,2026-08-14
446070,4,주요 결정,[기재정정]타법인주식및출자증권취득결정,2026-08-12,2026-08-28
003230,4,주요 결정,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,2026-08-12,2026-08-18
025540,4,주요 결정,현금ㆍ현물배당결정,2026-08-12,2026-09-02
166090,4,주요 결정,신규시설투자등,2026-08-12,2026-08-13
0156T0,4,주요 결정,신규시설투자등,2026-08-12,2026-08-14
056190,4,주요 결정,현금ㆍ현물배당결정              (분기배당),2026-08-12,2026-09-04
336570,4,주요 결정,자기주식처분결과보고서,2026-08-12,2026-08-14
066670,4,주요 결정,타법인주식및출자증권처분결정,2026-08-12,2026-08-14
111770,4,주요 결정,현금ㆍ현물배당을위한주주명부폐쇄(기준일)결정,2026-08-11,2026-08-14
008060,4,주요 결정,주요사항보고서(자기주식취득신탁계약해지결정)(자회사의 주요경영사항),2026-08-11,2026-08-14
009160,4,주요 결정,자기주식취득결과보고서,2026-08-11,2026-08-14
143240,4,주요 결정,[기재정정]타법인주식및출자증권취득결정,2026-08-11,2026-08-31
122990,4,주요 결정,주요사항보고서(자기주식취득신탁계약해지결정),2026-08-11,2026-08-13
200670,4,주요 결정,현금ㆍ현물배당결정              (분기배당),2026-08-11,2026-08-14
450330,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-11,2026-08-13
297570,4,주요 결정,주요사항보고서(유형자산양수결정),2026-08-11,2026-08-20
019680,4,주요 결정,자기주식처분결과보고서,2026-08-10,2026-08-19
003720,4,주요 결정,주요사항보고서(유형자산양수결정),2026-08-10,2026-08-13
459510,4,주요 결정,[기재정정]신규시설투자등,2026-08-10,2026-08-31
036640,4,주요 결정,주요사항보고서(유형자산양도결정),2026-08-10,2026-08-13
211050,4,주요 결정,주요사항보고서(자기주식취득신탁계약해지결정),2026-08-10,2026-08-14
035080,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-10,2026-08-14
003300,4,주요 결정,[기재정정]유형자산처분결정(자회사의 주요경영사항),2026-08-07,2026-08-14
300720,4,주요 결정,[기재정정]유형자산처분결정,2026-08-07,2026-08-14
005800,4,주요 결정,주요사항보고서(유형자산양도결정),2026-08-07,2026-09-01
403870,4,주요 결정,주요사항보고서(자기주식처분결정),2026-08-07,2026-08-31
045340,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-07,2026-08-13
461300,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-07,2026-08-14
462310,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-07,2026-08-14
363250,4,주요 결정,유형자산취득결정(종속회사의주요경영사항),2026-08-07,2026-08-27
397810,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-07,2026-08-14
007980,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-06,2026-08-13
001230,4,주요 결정,현금ㆍ현물배당결정(자회사의 주요경영사항),2026-08-06,2026-09-03
064800,4,주요 결정,소송등의제기ㆍ신청(경영권분쟁소송)              (주주명부열람등사 가처분신청),2026-08-06,2026-08-31
319400,4,주요 결정,주요사항보고서(자기주식처분결정),2026-08-06,2026-08-20
432980,4,주요 결정,자기주식취득결과보고서,2026-08-06,2026-08-14
086820,4,주요 결정,[기재정정]주요사항보고서(전환사채권발행결정),2026-08-06,2026-08-14
001460,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-05,2026-08-14
028300,4,주요 결정,주요사항보고서(전환사채권발행결정),2026-08-05,2026-08-28
054620,4,주요 결정,주요사항보고서(전환사채권발행결정),2026-08-05,2026-08-18
098660,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-05,2026-08-14
294570,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-05,2026-09-04
069540,4,주요 결정,주요사항보고서(자기전환사채만기전취득결정),2026-08-05,2026-08-26
067080,4,주요 결정,현금ㆍ현물배당결정              (분기배당),2026-08-05,2026-08-07
048870,4,주요 결정,[기재정정]주요사항보고서(타법인주식및출자증권양도결정),2026-08-04,2026-08-14
425040,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-04,2026-08-14
192440,4,주요 결정,자기주식처분결과보고서,2026-08-04,2026-08-14
042510,4,주요 결정,주요사항보고서(자기주식취득신탁계약해지결정),2026-08-04,2026-08-14
043710,4,주요 결정,주요사항보고서(자기전환사채만기전취득결정),2026-08-04,2026-08-14
302550,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-04,2026-08-12
004450,4,주요 결정,현금ㆍ현물배당결정,2026-08-03,2026-08-14
049720,4,주요 결정,현금ㆍ현물배당결정              (분기배당),2026-08-03,2026-08-14
100030,4,주요 결정,주요사항보고서(자기주식취득결정),2026-08-03,2026-08-14
230240,4,주요 결정,자기주식처분결과보고서,2026-08-03,2026-08-14
079170,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-08-03,2026-08-13
357430,4,주요 결정,유형자산처분결정(종속회사의주요경영사항),2026-07-31,2026-08-13
000220,4,주요 결정,[기재정정]유형자산취득결정(종속회사의주요경영사항),2026-07-31,2026-08-13
123890,4,주요 결정,[기재정정]소송등의제기ㆍ신청(일정금액이상의청구),2026-07-31,2026-09-02
006880,4,주요 결정,[기재정정]주요사항보고서(자기주식취득결정),2026-07-31,2026-08-14
0001A0,4,주요 결정,현금ㆍ현물배당결정              (중간배당),2026-07-31,2026-08-31
222980,4,주요 결정,주요사항보고서(유형자산양수결정),2026-07-31,2026-08-14
950170,4,주요 결정,자기주식취득결과보고서,2026-07-31,2026-08-19
036830,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정)(자회사의 주요경영사항),2026-07-31,2026-08-14
357780,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-07-31,2026-08-14
425420,4,주요 결정,[기재정정]신규시설투자등,2026-07-31,2026-08-14
473980,4,주요 결정,주요사항보고서(자기주식취득신탁계약해지결정),2026-07-31,2026-08-14
307280,4,주요 결정,[기재정정]신규시설투자등(자율공시),2026-07-31,2026-08-14
049070,4,주요 결정,현금ㆍ현물배당결정              (중간배당),2026-07-31,2026-08-14
310200,4,주요 결정,주요사항보고서(타법인주식및출자증권양수결정),2026-07-31,2026-08-14
083420,4,주요 결정,신규시설투자등,2026-07-30,2026-08-14
310210,4,주요 결정,[첨부정정]주요사항보고서(전환사채매수선택권행사자지정),2026-07-30,2026-08-21
075130,4,주요 결정,현금ㆍ현물배당결정,2026-07-30,2026-08-14
219130,4,주요 결정,타법인주식및출자증권취득결정,2026-07-29,2026-09-02
003100,4,주요 결정,[기재정정]타법인주식및출자증권취득결정,2026-07-29,2026-08-14
194700,4,주요 결정,[기재정정]신규시설투자등,2026-07-29,2026-08-14
060720,4,주요 결정,자기주식취득결과보고서,2026-07-28,2026-08-14
083450,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-07-28,2026-08-14
352090,4,주요 결정,현금ㆍ현물배당결정              (중간배당),2026-07-28,2026-08-14
058630,4,주요 결정,자기주식취득결과보고서,2026-07-28,2026-08-14
004910,4,주요 결정,[기재정정]자기주식처분결과보고서,2026-07-27,2026-08-14
018470,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-07-27,2026-08-14
101160,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-07-27,2026-08-25
179290,4,주요 결정,타법인주식및출자증권취득결정(자율공시),2026-07-27,2026-08-14
004540,4,주요 결정,[기재정정]신규시설투자등,2026-07-24,2026-08-24
066790,4,주요 결정,소송등의판결ㆍ결정              (직무대행자선임 가처분),2026-07-24,2026-09-02
419050,4,주요 결정,자기주식처분결과보고서,2026-07-24,2026-08-13
008700,4,주요 결정,주요사항보고서(자기주식취득신탁계약체결결정),2026-07-23,2026-08-11
285130,4,주요 결정,현금ㆍ현물배당결정,2026-07-23,2026-08-28
111110,4,주요 결정,주요사항보고서(자기전환사채만기전취득결정),2026-07-23,2026-08-14
045510,4,주요 결정,[기재정정]주요사항보고서(자기주식취득결정),2026-07-23,2026-08-13
388610,4,주요 결정,자기주식처분결과보고서,2026-07-23,2026-08-24
071850,4,주요 결정,소송등의제기ㆍ신청(경영권분쟁소송)              (직무집행정지가처분),2026-07-23,2026-08-14
