종목코드,조회코드,종목명,영문명,시장구분,통화,현재가,등락률,시가총액,거래량,배당수익률,업종_소분류,상장폐지여부,국가,기준연도,결산월,매출액_전기,매출액_원화_전기,매출액_전전기,매출액_원화_전전기,매출액,매출액_원화,PER_전기,PER_전전기,PER,PBR_전기,PBR_전전기,PBR,EBITDA_전기,EBITDA_원화_전기,EBITDA_전전기,EBITDA_원화_전전기,EBITDA,EBITDA_원화,영업이익_전기,영업이익_원화_전기,영업이익_전전기,영업이익_원화_전전기,영업이익,영업이익_원화,당기순이익_전기,당기순이익_원화_전기,당기순이익_전전기,당기순이익_원화_전전기,당기순이익,당기순이익_원화,배당수익률_전기,배당수익률_전전기,ROA_전기,ROA_전전기,ROA,영업이익률
6750,6750.T,엘레콤,ELECOM CO.  LTD.,도쿄,JPY,2041.0,0.44,188223918220.0,111700.0,2.85,컴퓨터 하드웨어,True,일본,2026.0,3.31,118007000000.0,1017515000000.0,110169000000.0,949932000000.0,132132000000.0,1139308000000.0,12.86,14.07,11.1,1.5,1.63,1.49,17347000000.0,149575000000.0,15656000000.0,134994000000.0,19266000000.0,166121000000.0,13531000000.0,116671000000.0,12380000000.0,106747000000.0,15524000000.0,133856000000.0,9300000000.0,80189000000.0,9985000000.0,86096000000.0,20191000000.0,174097000000.0,3.08,2.67,8.01,8.89,15.53,11.75
4547,4547.T,깃세이 제약,Kissei Pharmaceutical Co Ltd,도쿄,JPY,4040.0,-0.98,188029619400.0,52000.0,4.17,제약,True,일본,2026.0,3.31,88330000000.0,761625000000.0,75579000000.0,651680000000.0,97406000000.0,839883000000.0,13.07,15.82,13.5,0.9,0.76,0.74,10388000000.0,89571000000.0,8271000000.0,71317000000.0,1717000000.0,14805000000.000002,5773000000.0,49778000000.0,4017000000.0,34637000000.0,-2927000000.0,-25238000000.0,11961000000.0,103133999999.99998,11160000000.0,96227000000.0,13779000000.0,118808999999.99998,2.63,2.27,4.74,4.68,5.38,-3.0
8345,8345.T,이와테 은행,Bank of Iwate Ltd,도쿄,JPY,2539.0,0.47,187863514616.0,250200.0,2.3,은행,True,일본,2026.0,3.31,34084000000.0,293889000000.0,28250000000.0,243586000000.0,45334000000.0,390892000000.0,19.06,11.15,19.78,0.72,0.24,0.91,12326000000.0,106281000000.0,9425000000.0,81267000000.0,15671000000.0,135123000000.0,10494000000.0,90485000000.0,7558000000.0,65169000000.00001,13967000000.0,120430000000.0,6976000000.0,60151000000.0,4225000000.0,36430000000.0,8919000000.0,76904000000.0,2.07,3.55,0.18,0.11,0.23,30.81
2492,2492.T,인포마트,Infomart Corp,도쿄,JPY,700.0,5.26,187255504800.0,4989500.0,0.99,IT 서비스 및 컨설팅,True,일본,2025.0,12.31,15630970000.0,134778000000.0,13363220000.0,115224000000.0,18817130000.0,162251000000.0,84.83,154.24,59.93,7.92,6.66,12.77,2692730000.0,23218000000.0,1910720000.0,16475000000.0,4868780000.0,41981000000.0,1200440000.0,10351000000.0,830350000.0,7159999999.999999,2863780000.0,24693000000.0,655430000.0,5651000000.0,298420000.0,2573000000.0,1922570000.0,16577000000.000002,0.84,0.41,4.38,2.14,11.74,15.22
8956,8956.T,NTT UD 리츠 투자,NTT UD REIT Investment Corporation,도쿄,JPY,127500.0,-0.86,187199962500.0,3122.0,4.82,복합부동산 REITs,True,일본,2025.0,10.31,23776500000.0,205013000000.0,24528570000.0,211498000000.0,26530940000.0,228763000000.0,22.14,15.57,22.64,1.38,1.12,1.3,11381270000.0,98135000000.0,11282540000.0,97284000000.0,10176910000.0,87750000000.0,9760460000.0,84160000000.0,10937310000.0,94307000000.0,9766440000.0,84211000000.0,8577959999.999999,73963000000.0,10047190000.0,86632000000.0,8439600000.0,72770000000.0,4.37,5.45,2.92,3.64,2.73,36.81
7976,7976.T,미쓰비시 연필,Mitsubishi Pencil Co Ltd,도쿄,JPY,3110.0,-0.48,186732461120.0,54600.0,1.82,비즈니스 지원 용품,True,일본,2025.0,12.31,88820000000.0,765850000000.0,74801000000.0,644972000000.0,89814000000.0,774421000000.0,14.01,13.03,23.85,1.0,1.04,1.2,16638000000.0,143461000000.0,14465000000.0,124724000000.0,15145000000.0,130588000000.00002,12189000000.0,105100000000.0,11851000000.0,102185000000.0,9692000000.0,83569000000.0,11272000000.0,97193000000.0,10166000000.0,87656000000.0,6235000000.0,53761000000.0,2.1,1.83,7.17,7.56,3.6,10.79
5703,5703.T,닛폰경금속 홀딩스,Nippon Light Metal Holdings Co Ltd,도쿄,JPY,3010.0,-0.5,186601187500.0,195900.0,3.64,알루미늄,True,일본,2026.0,3.31,550180000000.0,4743927000000.0,523715000000.0,4515733000000.0,585473000000.0,5048241000000.0,13.04,8.76,11.28,0.77,0.45,0.75,42906000000.0,369957000000.0,39193000000.0,337942000000.0,46824000000.0,403740000000.0,21744000000.0,187488000000.0,18189000000.0,156835000000.0,25626000000.0,220960000000.0,12375000000.0,106703000000.0,9037000000.0,77922000000.0,15590000000.0,134425000000.0,2.56,4.34,2.52,1.9,3.22,4.38
3106,3106.T,구라보 인더스트리스,KURABO INDUSTRIES LTD.,도쿄,JPY,10940.0,-2.41,185980000000.0,23900.0,2.95,직물 및 가죽제품,True,일본,2026.0,3.31,150660000000.0,1299066000000.0,151314000000.0,1304705000000.0,143758000000.0,1239553000000.0,16.17,15.56,14.32,1.36,0.98,1.31,15468000000.0,133373000000.0,14272000000.0,123059999999.99998,14199000000.0,122431000000.0,10311000000.0,88907000000.0,9186000000.0,79206000000.0,9182000000.0,79172000000.0,9014000000.0,77723000000.0,6738000000.0,58098000000.0,12876000000.0,111023000000.0,2.71,1.88,4.73,3.66,6.58,6.39
7456,7456.T,마쓰다 산업,Matsuda Sangyo Co Ltd,도쿄,JPY,6900.0,0.73,185669208900.0,122100.0,1.75,환경 서비스 및 장비,True,일본,2026.0,3.31,468841000000.0,4042582000000.0,360527000000.0,3108644000000.0,687843000000.0,5930926000000.0,19.71,12.04,11.21,1.87,0.96,1.6,15570000000.0,134252000000.0,11839000000.0,102082000000.0,26228000000.0,226151000000.00003,12676000000.0,109299000000.0,9356000000.0,80672000000.0,22437000000.0,193463000000.0,9456000000.0,81534000000.0,7286000000.0,62824000000.0,16753000000.0,144453000000.0,1.25,1.92,6.01,5.26,8.52,3.26
9682,9682.T,DTS,DTS CORPORATION,도쿄,JPY,1132.0,1.25,185596978496.0,415500.0,3.4,IT 서비스 및 컨설팅,True,일본,2026.0,3.31,125908000000.0,1085642000000.0,115727000000.0,997856000000.0,135213000000.0,1165874000000.0,15.05,23.13,15.05,2.81,3.14,2.87,15622000000.0,134701000000.0,13594000000.0,117214000000.00002,17687000000.0,152506000000.0,14489000000.0,124931000000.0,12508000000.0,107850000000.0,16434000000.0,141702000000.0,10635000000.0,91700000000.0,7293000000.0,62884000000.0,11644000000.0,100400000000.0,3.38,2.78,12.91,8.95,14.14,12.15
1766,1766.T,도켄 코퍼레이션,Token Corp,도쿄,JPY,13760.0,0.07,185374720000.0,9800.0,2.91,주택 건설,True,일본,2026.0,4.3,366640000000.0,3161353000000.0,340835000000.0,2938850000000.0,386537000000.0,3332915000000.0,10.32,20.55,10.82,1.22,1.53,1.31,24404000000.0,210423000000.0,15049000000.0,129759999999.99998,24308000000.0,209596000000.0,22258000000.0,191920000000.0,13037000000.0,112411999999.99998,22373000000.0,192911000000.0,15778000000.0,136046000000.0,8943000000.0,77111000000.0,16161000000.0,139348000000.0,2.73,1.81,7.19,4.38,7.27,5.79
6966,6966.T,미쓰이 하이텍,Mitsui High-tec Inc,도쿄,JPY,939.0,2.51,185296931175.0,1357800.0,2.07,반도체,True,일본,2026.0,1.31,214890000000.0,1852889000000.0,195881000000.0,1688984000000.0,218329000000.0,1882542000000.0,11.43,9.46,27.09,1.29,1.55,1.53,30535000000.0,263288000000.0,29691000000.0,256011000000.0,26031000000.0,224452000000.0,16017000000.0,138107000000.0,18119000000.0,156231000000.0,12651000000.0,109083000000.0,12219000000.0,105358000000.0,15545000000.0,134036999999.99998,3151000000.0,27169000000.0,2.31,1.85,5.83,8.78,1.37,5.79
8051,8051.T,야마젠,Yamazen Corp,도쿄,JPY,1942.0,0.15,185083154770.0,193800.0,2.89,산업용 기계 및 장비,True,일본,2026.0,3.31,516126000000.0,4450296000000.0,506866000000.0,4370452000000.0,541885000000.0,4672403000000.0,18.6,20.68,19.6,1.06,0.96,1.22,14343000000.0,123673000000.0,14247000000.0,122845000000.0,17224000000.0,148514000000.0,9535000000.0,82216000000.0,9887000000.0,85251000000.0,12041000000.0,103824000000.0,7845000000.0,67644000000.00001,6488000000.0,55942999999.99999,9330000000.0,80448000000.0,3.32,3.53,2.76,2.28,2.99,2.22
6395,6395.T,타다노,TADANO LTD.,도쿄,JPY,1427.0,-0.21,184797006585.0,226200.0,2.38,중장비 및 차량,True,일본,2025.0,12.31,291500000000.0,2513459000000.0,280266000000.0,2416594000000.0,349477000000.0,3013365000000.0,18.0,20.13,12.75,0.85,0.77,0.86,30674000000.0,264487000000.0,24362000000.0,210061000000.0,28511000000.0,245836000000.0,23778000000.0,205026000000.00003,18349000000.0,158214000000.0,18552000000.0,159965000000.0,6511000000.0,56141000000.0,7773000000.0,67023000000.0,18298000000.0,157775000000.0,2.46,2.28,1.68,2.25,4.26,5.31
8698,8698.T,모넥스 그룹,Monex Group  Inc.,도쿄,JPY,734.0,2.37,184708971400.0,1365800.0,4.3,투자 은행 및 중개 서비스,True,일본,2026.0,3.31,73813000000.0,636453000000.0,66797000000.0,575957000000.0,83606000000.0,720893000000.0,,10.37,16.05,1.4,1.35,1.52,559000000.0,4820000000.0,32559000000.0,280740000000.0,15110000000.0,130285999999.99998,-4437000000.0,-38258000000.0,24369000000.0,210122000000.0,10099000000.0,87079000000.0,-5487000000.0,-47312000000.0,16981000000.0,146419000000.0,11648000000.0,100435000000.0,4.45,4.36,-1.04,1.51,1.56,12.08
3167,3167.T,토카이 홀딩스,Tokai Holdings Corp,도쿄,JPY,1339.0,0.53,184575227603.0,278800.0,2.85,"오일, 가스 정제 및 마케팅",True,일본,2026.0,3.31,243482000000.0,2099424000000.0,231513000000.0,1996221000000.0,244838000000.0,2111116000000.0,12.5,12.57,12.44,1.58,1.48,1.64,34662000000.0,298873000000.0,32206000000.0,277696000000.0,36423000000.0,314057000000.0,16841000000.0,145212000000.0,15511000000.0,133744000000.0,18699000000.0,161232000000.0,9216000000.0,79465000000.0,8481000000.0,73127000000.0,10749000000.0,92683000000.0,3.0,3.37,4.48,4.33,5.07,7.64
4553,4553.T,도와 약품,TOWA PHARMACEUTICAL CO.  LTD.,도쿄,JPY,3580.0,-1.92,184427280000.0,145300.0,2.33,제약,True,일본,2026.0,3.31,259594000000.0,2238349000000.0,227934000000.0,1965361000000.0,273710000000.0,2360064000000.0,8.6,7.8,12.16,1.12,0.84,1.09,43341000000.0,373708000000.0,35535000000.0,306401000000.0,45939000000.0,396109000000.0,23242000000.0,200404000000.0,17647000000.0,152161000000.0,23102000000.0,199197000000.0,18986000000.0,163707000000.0,16173000000.0,139452000000.0,5250000000.0,45268000000.0,2.05,2.26,4.21,4.03,1.11,8.44
3498,3498.T,가스미가세키캐피탈,Kasumigaseki Capital Co Ltd,도쿄,JPY,7480.0,5.06,184104708920.0,257700.0,0.0,부동산 서비스,True,일본,2025.0,8.31,65685520000.00001,566373000000.0,37282540000.0,321469000000.0,96501000000.0,832079999999.9999,35.86,61.08,15.36,6.84,11.67,4.26,9120700000.0,78643000000.0,4743390000.0,40900000000.0,19970000000.0,172191000000.0,8537299999.999999,73613000000.0,4442700000.0,38307000000.0,18933000000.0,163250000000.0,5020000000.0,43285000000.0,2050690000.0,17682000000.0,10250000000.0,88381000000.0,0.64,0.38,8.93,6.7,11.4,19.62
319A,319A.T,넥스트 제네레이션 테크놀로지 그룹,Next Generation Technology Group Inc,도쿄,JPY,20800.0,-2.85,183996342400.0,43100.0,0.0,투자 관리 및 펀드 운영,True,일본,2025.0,12.31,11051000000.0,95287000000.0,9327000000.0,80422000000.0,14961000000.0,129001000000.0,79.37,37.29,134.89,19.23,9.56,19.85,2130000000.0,18366000000.0,946000000.0,8156999999.999999,2322000000.0,20021000000.0,1517000000.0,13080000000.000002,879000000.0,7579000000.000001,1389000000.0,11977000000.0,901000000.0,7769000000.0,1613000000.0,13908000000.000002,3091000000.0,26652000000.0,,,5.98,13.48,13.37,9.28
1885,1885.T,도아 건설공업/도쿄,Toa Corp (Tokyo),도쿄,JPY,2087.0,-0.76,183611162892.0,507800.0,3.66,건설 및 엔지니어링,True,일본,2026.0,3.31,330472000000.0,2849495000000.0,283852000000.0,2447514000000.0,358697000000.0,3092865000000.0,15.05,11.01,8.48,2.13,1.2,1.42,23891000000.0,206000000000.0,20559000000.0,177270000000.0,27212000000.0,234635000000.0,20621000000.0,177805000000.0,17231000000.0,148574000000.0,24199000000.0,208656000000.0,14908000000.0,128544000000.0,10517000000.0,90683000000.0,19361000000.0,166940000000.0,2.66,2.76,5.3,4.24,6.43,6.75
4023,4023.T,구레하,Kureha Corp,도쿄,JPY,4545.0,-1.2,182900894445.0,259100.0,4.7,상품 화학,True,일본,2026.0,3.31,162015000000.0,1396974000000.0,177973000000.0,1534572000000.0,161688000000.0,1394155000000.0,24.06,11.12,16.47,0.88,0.65,1.05,22386000000.0,193023000000.0,30039000000.0,259011000000.0,25985000000.0,224056000000.0,9703000000.0,83664000000.0,18380000000.0,158482000000.0,13647000000.0,117671000000.0,7800000000.0,67255999999.99999,9734000000.0,83931000000.0,-10693000000.0,-92200000000.0,4.14,3.32,2.34,3.14,-3.09,8.44
6523,6523.T,PHC 홀딩스,PHC Holdings Corporation,도쿄,JPY,1436.0,-2.31,182836024732.0,822800.0,2.86,"의료 장비, 물품 및 유통",True,일본,2026.0,3.31,361593000000.0,3117836000000.0,353900000000.0,3051503000000.0,364403000000.0,3142065000000.0,12.53,,490.62,0.9,0.87,1.21,50305000000.0,433755000000.0,41996000000.0,362111000000.0,49640000000.0,428021000000.0,22436000000.0,193454000000.0,14066000000.0,121283999999.99998,22524000000.0,194213000000.0,10485000000.0,90407000000.0,-12893000000.0,-111170000000.0,492000000.0,4242000000.0,4.17,4.07,1.89,-2.28,0.04,6.18
5032,5032.T,애니컬러,ANYCOLOR Inc.,도쿄,JPY,2989.0,0.2,182711678681.0,448400.0,2.08,엔터테인먼트 제작,True,일본,2026.0,4.3,42876000000.0,369698000000.0,31995550000.0,275882000000.0,,,12.12,28.84,13.13,6.3,12.35,6.74,16565000000.0,142832000000.0,12467730000.0,107503000000.0,20656000000.0,178106000000.0,16279000000.0,140366000000.0,12361870000.0,106590000000.00002,,,11510000000.0,99245000000.0,8726000000.0,75240000000.0,,,3.31,0.83,42.46,40.07,,
4887,4887.T,사와이 그룹,SAWAI GROUP HOLDINGS Co.  Ltd.,도쿄,JPY,1578.5,0.38,182610234191.0,643700.0,3.56,제약,True,일본,2026.0,3.31,189024000000.0,1629859000000.0,176862000000.0,1524993000000.0,201676000000.0,1738950999999.9998,19.09,15.22,12.63,1.4,1.23,1.04,36052000000.0,310858000000.0,36676000000.0,316239000000.0,35921000000.0,309729000000.0,20811000000.0,179443000000.0,18620000000.0,160551000000.0,19919000000.0,171752000000.0,2173000000.0,18737000000.0,17218000000.0,148462000000.0,11536000000.0,99469000000.0,2.57,2.4,0.59,3.4,3.23,9.88
7350,7350.T,오키나와 파이낸셜 그룹,Okinawa Financial Group Inc,도쿄,JPY,7910.0,0.0,182061021240.0,76500.0,2.53,은행,True,일본,2026.0,3.31,33864000000.0,291992000000.0,29682000000.0,255933000000.0,43415000000.0,374346000000.0,17.17,12.49,15.31,0.79,0.49,1.04,14790000000.0,127527000000.0,11600000000.0,100021000000.0,19561000000.0,168665000000.0,12396000000.0,106884999999.99998,9306000000.0,80241000000.0,17238000000.0,148635000000.0,7941000000.0,68471000000.0,6262000000.0,53994000000.00001,11292000000.0,97365000000.0,2.28,2.89,0.27,0.22,0.38,39.71
6996,6996.T,니치콘,Nichicon Corp,도쿄,JPY,2600.0,4.12,182000000000.0,1365000.0,1.56,전기 부품 및 장비,True,일본,2026.0,3.31,175751000000.0,1515413000000.0,181643000000.0,1566217000000.0,169724000000.0,1463445000000.0,22.16,9.62,22.15,1.42,0.72,1.54,13572000000.0,117025000000.0,15850000000.0,136667000000.0,14473000000.0,124793000000.0,5107000000.0,44035000000.0,8904000000.0,76775000000.0,6396000000.0,55150000000.0,5877000000.0,50674000000.0,8253000000.0,71161000000.0,6310000000.0,54408000000.00001,1.54,2.91,3.17,4.33,3.52,3.77
7970,7970.T,신에츠 폴리머,Shin-Etsu Polymer Co Ltd,도쿄,JPY,2199.0,-0.45,181688803824.0,113100.0,2.99,상품 화학,True,일본,2026.0,3.31,110582000000.0,953493000000.0,104379000000.0,900008000000.0,115116000000.0,992588000000.0,17.8,13.09,17.5,1.36,0.99,1.38,19060000000.0,164345000000.0,15713000000.0,135484999999.99998,20376000000.0,175692000000.0,13271000000.0,114429000000.0,11050000000.0,95279000000.0,14040000000.0,121059999999.99998,9430000000.0,81310000000.0,8674000000.0,74792000000.0,9899000000.0,85354000000.0,2.73,3.55,6.42,6.28,6.47,12.2
2154,2154.T,오픈 업 그룹,Open Up Group Inc,도쿄,JPY,1988.0,-0.9,180555750256.0,141400.0,4.49,고용 서비스,True,일본,2026.0,6.3,187954000000.0,1620633000000.0,173225000000.0,1493633000000.0,167483000000.0,1444122000000.0,14.37,15.36,15.0,2.22,2.19,2.2,18183000000.0,156783000000.0,16402000000.0,141426000000.0,19050000000.0,164259000000.0,15778000000.0,136046000000.0,14323000000.0,123500000000.0,16695000000.0,143953000000.0,12559000000.0,108290000000.00002,10436000000.0,89984000000.0,11829000000.0,101996000000.0,3.97,4.05,10.51,9.61,9.4,9.97
6366,6366.T,치요다화공건설,Chiyoda Corporation,도쿄,JPY,693.0,-2.12,180404898597.0,2183700.0,0.0,건설 및 엔지니어링,True,일본,2026.0,3.31,456969000000.0,3940215000000.0,505981000000.0,4362821000000.0,493942000000.0,4259015000000.0,41.02,,9.09,,,4.36,28181000000.0,242991000000.0,-11574000000.0,-99797000000.0,85395000000.0,736318000000.0,24421000000.0,210570000000.0,-15006000000.0,-129389000000.00002,82102000000.0,707924000000.0,24887000000.0,214588000000.0,-17931000000.0,-154610000000.0,82563000000.0,711899000000.0,,,6.22,-3.53,17.47,16.62
1934,1934.T,유아텍코퍼레이션,Yurtec Corp,도쿄,JPY,2590.0,-0.23,179205886580.0,97500.0,3.0,건설 및 엔지니어링,True,일본,2026.0,3.31,257204000000.0,2217741000000.0,243171000000.0,2096742000000.0,252262000000.0,2175129000000.0,14.77,15.74,13.34,1.2,0.89,1.14,21012000000.0,181176000000.0,15418000000.0,132942000000.0,22794000000.0,196541000000.0,16185000000.0,139555000000.0,10523000000.0,90735000000.0,16021000000.0,138141000000.0,11982000000.0,103315000000.00002,7510000000.0,64754999999.99999,10325000000.0,89027000000.0,3.13,2.9,5.16,3.32,4.47,6.35
9793,9793.T,다이세키,Daiseki Co Ltd,도쿄,JPY,3710.0,-1.59,178080000000.0,78600.0,2.28,환경 서비스 및 장비,True,일본,2026.0,2.28,67304000000.0,580329000000.0,69216000000.0,596815000000.0,71845000000.0,619484000000.0,20.04,18.18,19.09,2.27,2.19,2.2,17865000000.0,154041000000.0,17850000000.0,153912000000.0,18266000000.0,157499000000.0,14318000000.0,123457000000.0,14814000000.0,127733999999.99998,14588000000.0,125784999999.99998,9307000000.0,80250000000.0,9465000000.0,81612000000.0,9155000000.0,78939000000.0,1.89,1.85,9.08,10.08,9.04,20.3
2815,2815.T,아리아케재팬,Ariake Japan Co Ltd,도쿄,JPY,5420.0,-0.55,177823061860.0,57800.0,5.5,식품 가공,True,일본,2026.0,3.31,65400890000.0,563919000000.0,59981460000.0,517190000000.0,66957020000.00001,577337000000.0,20.53,25.5,18.43,1.34,1.59,1.31,13262740000.0,114358000000.0,10701750000.0,92276000000.0,14026330000.0,120942000000.0,11117440000.0,95860000000.0,8662730000.0,74694000000.0,11782860000.0,101598000000.0,8206400000.0,70760000000.0,7353170000.0,63403000000.0,9458110000.0,81553000000.0,3.19,1.85,5.9,5.67,6.45,17.6
8278,8278.T,후지,Fuji Co Ltd,도쿄,JPY,2046.0,0.39,177709327884.0,108600.0,1.47,식품 소매 및 유통,True,일본,2026.0,2.28,808927000000.0,6974973000000.0,801021000000.0,6906803999999.999,814259000000.0,7020948000000.0,21.13,14.47,9.48,0.85,0.86,0.8,29911000000.0,257908000000.0,33305000000.0,287172000000.0,28849000000.0,248751000000.00003,12953000000.0,111686999999.99998,15110000000.0,130285999999.99998,11217000000.0,96719000000.0,3818000000.0,32921000000.0,7436000000.0,64116999999.99999,8176000000.0,70498000000.0,1.4,1.4,0.91,1.73,1.98,1.38
8987,8987.T,재팬엑셀런트 투자법인,Japan Excellent Inc,도쿄,JPY,137100.0,-0.36,176925767700.0,2488.0,4.51,상업용 REITs,True,일본,2025.0,12.31,24212440000.0,208772000000.0,24680640000.0,212809000000.0,23120390000.0,199356000000.0,25.01,21.32,20.43,1.33,1.12,1.22,9720490000.0,83815000000.0,9528890000.0,82163000000.0,10810360000.0,93212000000.0,9319330000.0,80356000000.0,9143240000.0,78838000000.0,10388840000.0,89578000000.0,7943540000.0,68492999999.99999,7931150000.0,68386000000.0,8802700000.0,75901000000.0,3.92,4.48,2.69,2.69,3.0,44.93
8957,8957.T,도쿄 REIT,TOKYU REIT  Inc.,도쿄,JPY,184000.0,0.0,176892264000.0,1740.0,4.36,복합부동산 REITs,True,일본,2025.0,7.31,18630290000.0,160640000000.0,20246430000.0,174575000000.0,19545660000.0,168532000000.0,20.88,12.96,18.64,1.53,1.18,1.43,10911660000.0,94086000000.0,12789420000.0,110277000000.0,11393360000.0,98239000000.0,10027260000.0,86460000000.0,12014650000.0,103596000000.0,10520790000.0,90716000000.0,9160840000.0,78989000000.0,11145360000.0,96101000000.0,9587270000.0,82666000000.0,3.99,5.07,3.73,4.78,3.88,53.83
3222,3222.T,유나이티드슈퍼마켓홀딩스,United Super Markets Holdings Inc,도쿄,JPY,839.0,0.24,176707850936.0,445800.0,1.91,식품 소매 및 유통,True,일본,2026.0,2.28,811272000000.0,6995192999999.999,706657000000.0,6093150000000.0,963761000000.0,8310028999999.999,81.73,25.92,125.79,0.9,0.7,0.81,23262000000.0,200577000000.0,21629000000.0,186496000000.0,24951000000.0,215140000000.0,5978000000.0,51545000000.00001,6907000000.0,59555999999.99999,5050000000.0,43544000000.0,810000000.0,6984000000.0,1008000000.0,8691000000.0,-3185000000.0,-27463000000.0,1.72,1.94,0.24,0.36,-0.84,0.52
7552,7552.T,해피넷,Happinet Corp,도쿄,JPY,3660.0,-3.17,176046000000.0,174200.0,2.65,장난감 및 어린이 제품,True,일본,2026.0,3.31,364418000000.0,3142194000000.0,350461000000.0,3021850000000.0,439052000000.0,3785726000000.0,14.32,19.48,15.56,2.07,2.34,2.7,14078000000.0,121388000000.00002,10203000000.0,87975000000.0,17485000000.0,150764000000.0,11677000000.0,100685000000.0,8679000000.0,74835000000.0,15590000000.0,134425000000.0,6764000000.0,58323000000.0,6581000000.0,56745000000.00001,10096000000.0,87053000000.0,2.47,2.32,5.76,6.34,7.61,3.55
8966,8966.T,헤이와 부동산 투자,HEIWA REAL ESTATE REIT  Inc.,도쿄,JPY,131000.0,-0.46,176002823000.0,3839.0,6.12,복합부동산 REITs,True,일본,2025.0,11.3,17780960000.0,153316000000.0,16706810000.000002,144054000000.0,20859130000.0,179858000000.0,23.71,18.43,16.07,1.56,1.19,1.25,9980420000.0,86056000000.0,9867130000.0,85079000000.0,12398260000.0,106904000000.0,9178340000.0,79140000000.0,8510770000.0,73384000000.0,11541670000.0,99518000000.0,8037450000.0,69303000000.0,7553540000.0,65129999999.99999,10088160000.0,86985000000.0,4.61,5.43,3.28,3.27,3.86,55.33
9722,9722.T,후지타 관광,FUJITA KANKO INC.,도쿄,JPY,2865.0,0.35,174871348800.0,456300.0,0.0,"호텔, 모텔 및 크루즈 라인",True,일본,2025.0,12.31,76211000000.0,657129000000.0,64547000000.0,556557000000.0,82004000000.0,707079000000.0,15.47,14.89,18.84,6.47,7.47,4.89,16225000000.0,139900000000.0,10272000000.0,88570000000.0,18005000000.0,155248000000.0,12309000000.0,106133999999.99998,6636000000.0,57219000000.00001,13795000000.0,118947000000.0,8791000000.0,75800000000.0,7714000000.0,66514000000.0,9239000000.0,79663000000.0,0.31,,9.74,8.39,9.64,16.82
7630,7630.T,이치반야,ICHIBANYA CO.  LTD.,도쿄,JPY,1092.0,-0.36,174315960000.0,817400.0,1.46,레스토랑 및 바,True,일본,2026.0,2.28,61006660000.0,526030000000.0,55137330000.0,475422000000.0,65518000000.0,564929000000.0,39.4,46.99,42.41,4.6,4.91,4.65,6906580000.0,59552000000.0,6521430000.0,56230999999.99999,7018000000.0,60513000000.0,4925670000.0,42472000000.0,4715070000.0,40656000000.0,4715000000.0,40655000000.0,3171650000.0,27348000000.0,2685920000.0,23159000000.0,2562000000.0,22091000000.0,1.73,1.68,7.12,6.35,5.51,7.2
6651,6651.T,닛토 공업,Nitto Kogyo Corp,도쿄,JPY,4300.0,-0.35,173969400000.0,64800.0,3.57,전기 부품 및 장비,True,일본,2026.0,3.31,184683000000.0,1592429000000.0,160709000000.0,1385713000000.0,,,15.72,12.43,13.57,1.43,1.05,1.35,19599000000.0,168992000000.0,17033000000.0,146867000000.0,,,12917000000.0,111377000000.0,11967000000.0,103184999999.99998,,,12097000000.0,104306000000.0,8715000000.0,75145000000.0,,,3.49,7.39,6.95,5.85,,
4521,4521.T,가켄 제약,KAKEN PHARMACEUTICAL CO.  LTD.,도쿄,JPY,3920.0,-1.01,173027741600.0,96600.0,4.8,제약,True,일본,2026.0,3.31,94035000000.0,810817000000.0,94035000000.0,810817000000.0,76871000000.0,662820000000.0,9.91,9.16,77.79,1.01,0.94,1.02,23588000000.0,203388000000.0,23588000000.0,203388000000.0,2426000000.0,20918000000.0,21034000000.0,181366000000.0,21034000000.0,181366000000.0,-899000000.0,-7752000000.0,13945000000.0,120241000000.00002,13945000000.0,120241000000.00002,2144000000.0,18487000000.0,4.22,4.03,7.7,7.7,1.15,-1.17
8337,8337.T,지바 흥업은행,Chiba Kogyo Bank Ltd,도쿄,JPY,2773.0,-0.25,172541730785.0,104700.0,0.72,은행,True,일본,2026.0,3.31,30929000000.0,266685000000.0,27830000000.0,239964000000.0,39786000000.0,343055000000.0,27.56,20.63,26.81,1.05,0.52,1.03,13291000000.0,114602000000.0,12948000000.0,111644000000.0,15575000000.0,134295000000.0,11145000000.0,96098000000.0,10855000000.0,93597000000.0,13440000000.0,115885999999.99998,6672000000.0,57529000000.0,6447000000.0,55589000000.0,7890000000.0,68032000000.00001,0.44,0.84,0.24,0.24,0.27,33.78
4784,4784.T,GMO 인터넷,GMO Internet Inc,도쿄,JPY,566.0,5.6,172459366848.0,2023600.0,4.01,광고 및 마케팅,True,일본,2025.0,12.31,12997730000.0,112073000000.0,14903840000.0,128508000000.0,78548000000.0,677280000000.0,420.86,352.75,27.74,2.35,3.27,11.49,300510000.0,2591000000.0,126530000.0,1091000000.0,12988000000.0,111989000000.00002,139840000.0,1206000000.0,-25480000.0,-220000000.00000003,8224000000.0,70911000000.0,-4840000.0,-42000000.0,40340000.0,348000000.0,5563000000.0,47967000000.0,2.16,0.12,0.07,0.4,17.91,10.47
